word;definition;synonym;part of speech;difficulty
word_1293;definition of word_1293;synonym of word_1293;noun;B1
word_1294;definition of word_1294;synonym of word_1294;noun;C2
word_1295;definition of word_1295;synonym of word_1295;noun;B1
word_1296;definition of word_1296;synonym of word_1296;noun;C2
word_1297;definition of word_1297;synonym of word_1297;noun;B1
word_1298;definition of word_1298;synonym of word_1298;noun;C2
word_1299;definition of word_1299;synonym of word_1299;noun;B1
word_1300;definition of word_1300;synonym of word_1300;noun;C2
word_1301;definition of word_1301;synonym of word_1301;noun;B1
word_1302;definition of word_1302;synonym of word_1302;noun;C2
word_1303;definition of word_1303;synonym of word_1303;noun;B1
word_1304;definition of word_1304;synonym of word_1304;noun;C2
word_1305;definition of word_1305;synonym of word_1305;noun;B1
word_1306;definition of word_1306;synonym of word_1306;noun;C2
word_1307;definition of word_1307;synonym of word_1307;noun;B1
word_1308;definition of word_1308;synonym of word_1308;noun;C2
word_1309;definition of word_1309;synonym of word_1309;noun;B1
word_1310;definition of word_1310;synonym of word_1310;noun;C2
word_1311;definition of word_1311;synonym of word_1311;noun;B1
word_1312;definition of word_1312;synonym of word_1312;noun;C2
word_1313;definition of word_1313;synonym of word_1313;noun;B1
word_1314;definition of word_1314;synonym of word_1314;noun;C2
word_1315;definition of word_1315;synonym of word_1315;noun;B1
word_1316;definition of word_1316;synonym of word_1316;noun;C2
word_1317;definition of word_1317;synonym of word_1317;noun;B1
word_1318;definition of word_1318;synonym of word_1318;noun;C2
word_1319;definition of word_1319;synonym of word_1319;noun;B1
word_1320;definition of word_1320;synonym of word_1320;noun;C2
word_1321;definition of word_1321;synonym of word_1321;noun;B1
word_1322;definition of word_1322;synonym of word_1322;noun;C2
word_1323;definition of word_1323;synonym of word_1323;noun;B1
word_1324;definition of word_1324;synonym of word_1324;noun;C2
word_1325;definition of word_1325;synonym of word_1325;noun;B1
word_1326;definition of word_1326;synonym of word_1326;noun;C2
word_1327;definition of word_1327;synonym of word_1327;noun;B1
word_1328;definition of word_1328;synonym of word_1328;noun;C2
word_1329;definition of word_1329;synonym of word_1329;noun;B1
word_1330;definition of word_1330;synonym of word_1330;noun;C2
word_1331;definition of word_1331;synonym of word_1331;noun;B1
word_1332;definition of word_1332;synonym of word_1332;noun;C2
word_1333;definition of word_1333;synonym of word_1333;noun;B1
word_1334;definition of word_1334;synonym of word_1334;noun;C2
word_1335;definition of word_1335;synonym of word_1335;noun;B1
word_1336;definition of word_1336;synonym of word_1336;noun;C2
word_1337;definition of word_1337;synonym of word_1337;noun;B1
word_1338;definition of word_1338;synonym of word_1338;noun;C2
word_1339;definition of word_1339;synonym of word_1339;noun;B1
word_1340;definition of word_1340;synonym of word_1340;noun;C2
word_1341;definition of word_1341;synonym of word_1341;noun;B1
word_1342;definition of word_1342;synonym of word_1342;noun;C2
word_1343;definition of word_1343;synonym of word_1343;noun;B1
word_1344;definition of word_1344;synonym of word_1344;noun;C2
word_1345;definition of word_1345;synonym of word_1345;noun;B1
word_1346;definition of word_1346;synonym of word_1346;noun;C2
word_1347;definition of word_1347;synonym of word_1347;noun;B1
word_1348;definition of word_1348;synonym of word_1348;noun;C2
word_1349;definition of word_1349;synonym of word_1349;noun;B1
word_1350;definition of word_1350;synonym of word_1350;noun;C2
word_1351;definition of word_1351;synonym of word_1351;noun;B1
word_1352;definition of word_1352;synonym of word_1352;noun;C2
word_1353;definition of word_1353;synonym of word_1353;noun;B1
word_1354;definition of word_1354;synonym of word_1354;noun;C2
word_1355;definition of word_1355;synonym of word_1355;noun;B1
word_1356;definition of word_1356;synonym of word_1356;noun;C2
word_1357;definition of word_1357;synonym of word_1357;noun;B1
word_1358;definition of word_1358;synonym of word_1358;noun;C2
word_1359;definition of word_1359;synonym of word_1359;noun;B1
word_1360;definition of word_1360;synonym of word_1360;noun;C2
word_1361;definition of word_1361;synonym of word_1361;noun;B1
word_1362;definition of word_1362;synonym of word_1362;noun;C2
word_1363;definition of word_1363;synonym of word_1363;noun;B1
word_1364;definition of word_1364;synonym of word_1364;noun;C2
word_1365;definition of word_1365;synonym of word_1365;noun;B1
word_1366;definition of word_1366;synonym of word_1366;noun;C2
word_1367;definition of word_1367;synonym of word_1367;noun;B1
word_1368;definition of word_1368;synonym of word_1368;noun;C2
word_1369;definition of word_1369;synonym of word_1369;noun;B1
word_1370;definition of word_1370;synonym of word_1370;noun;C2
word_1371;definition of word_1371;synonym of word_1371;noun;B1
word_1372;definition of word_1372;synonym of word_1372;noun;C2
word_1373;definition of word_1373;synonym of word_1373;noun;B1
word_1374;definition of word_1374;synonym of word_1374;noun;C2
word_1375;definition of word_1375;synonym of word_1375;noun;B1
word_1376;definition of word_1376;synonym of word_1376;noun;C2
word_1377;definition of word_1377;synonym of word_1377;noun;B1
word_1378;definition of word_1378;synonym of word_1378;noun;C2
word_1379;definition of word_1379;synonym of word_1379;noun;B1
word_1380;definition of word_1380;synonym of word_1380;noun;C2
word_1381;definition of word_1381;synonym of word_1381;noun;B1
word_1382;definition of word_1382;synonym of word_1382;noun;C2
word_1383;definition of word_1383;synonym of word_1383;noun;B1
word_1384;definition of word_1384;synonym of word_1384;noun;C2
word_1385;definition of word_1385;synonym of word_1385;noun;B1
word_1386;definition of word_1386;synonym of word_1386;noun;C2
word_1387;definition of word_1387;synonym of word_1387;noun;B1
word_1388;definition of word_1388;synonym of word_1388;noun;C2
word_1389;definition of word_1389;synonym of word_1389;noun;B1
word_1390;definition of word_1390;synonym of word_1390;noun;C2
word_1391;definition of word_1391;synonym of word_1391;noun;B1
word_1392;definition of word_1392;synonym of word_1392;noun;C2
word_1393;definition of word_1393;synonym of word_1393;noun;B1
word_1394;definition of word_1394;synonym of word_1394;noun;C2
word_1395;definition of word_1395;synonym of word_1395;noun;B1
word_1396;definition of word_1396;synonym of word_1396;noun;C2
word_1397;definition of word_1397;synonym of word_1397;noun;B1
word_1398;definition of word_1398;synonym of word_1398;noun;C2
word_1399;definition of word_1399;synonym of word_1399;noun;B1
word_1400;definition of word_1400;synonym of word_1400;noun;C2
word_1401;definition of word_1401;synonym of word_1401;noun;B1
word_1402;definition of word_1402;synonym of word_1402;noun;C2
word_1403;definition of word_1403;synonym of word_1403;noun;B1
word_1404;definition of word_1404;synonym of word_1404;noun;C2
word_1405;definition of word_1405;synonym of word_1405;noun;B1
word_1406;definition of word_1406;synonym of word_1406;noun;C2
word_1407;definition of word_1407;synonym of word_1407;noun;B1
word_1408;definition of word_1408;synonym of word_1408;noun;C2
word_1409;definition of word_1409;synonym of word_1409;noun;B1
word_1410;definition of word_1410;synonym of word_1410;noun;C2
word_1411;definition of word_1411;synonym of word_1411;noun;B1
word_1412;definition of word_1412;synonym of word_1412;noun;C2
word_1413;definition of word_1413;synonym of word_1413;noun;B1
word_1414;definition of word_1414;synonym of word_1414;noun;C2
word_1415;definition of word_1415;synonym of word_1415;noun;B1
word_1416;definition of word_1416;synonym of word_1416;noun;C2
word_1417;definition of word_1417;synonym of word_1417;noun;B1
word_1418;definition of word_1418;synonym of word_1418;noun;C2
word_1419;definition of word_1419;synonym of word_1419;noun;B1
word_1420;definition of word_1420;synonym of word_1420;noun;C2
word_1421;definition of word_1421;synonym of word_1421;noun;B1
word_1422;definition of word_1422;synonym of word_1422;noun;C2
word_1423;definition of word_1423;synonym of word_1423;noun;B1
word_1424;definition of word_1424;synonym of word_1424;noun;C2
word_1425;definition of word_1425;synonym of word_1425;noun;B1
word_1426;definition of word_1426;synonym of word_1426;noun;C2
word_1427;definition of word_1427;synonym of word_1427;noun;B1
word_1428;definition of word_1428;synonym of word_1428;noun;C2
word_1429;definition of word_1429;synonym of word_1429;noun;B1
word_1430;definition of word_1430;synonym of word_1430;noun;C2
word_1431;definition of word_1431;synonym of word_1431;noun;B1
word_1432;definition of word_1432;synonym of word_1432;noun;C2
word_1433;definition of word_1433;synonym of word_1433;noun;B1
word_1434;definition of word_1434;synonym of word_1434;noun;C2
word_1435;definition of word_1435;synonym of word_1435;noun;B1
word_1436;definition of word_1436;synonym of word_1436;noun;C2
word_1437;definition of word_1437;synonym of word_1437;noun;B1
word_1438;definition of word_1438;synonym of word_1438;noun;C2
word_1439;definition of word_1439;synonym of word_1439;noun;B1
word_1440;definition of word_1440;synonym of word_1440;noun;C2
word_1441;definition of word_1441;synonym of word_1441;noun;B1
word_1442;definition of word_1442;synonym of word_1442;noun;C2
word_1443;definition of word_1443;synonym of word_1443;noun;B1
word_1444;definition of word_1444;synonym of word_1444;noun;C2
word_1445;definition of word_1445;synonym of word_1445;noun;B1
word_1446;definition of word_1446;synonym of word_1446;noun;C2
word_1447;definition of word_1447;synonym of word_1447;noun;B1
word_1448;definition of word_1448;synonym of word_1448;noun;C2
word_1449;definition of word_1449;synonym of word_1449;noun;B1
word_1450;definition of word_1450;synonym of word_1450;noun;C2
word_1451;definition of word_1451;synonym of word_1451;noun;B1
word_1452;definition of word_1452;synonym of word_1452;noun;C2
word_1453;definition of word_1453;synonym of word_1453;noun;B1
word_1454;definition of word_1454;synonym of word_1454;noun;C2
word_1455;definition of word_1455;synonym of word_1455;noun;B1
word_1456;definition of word_1456;synonym of word_1456;noun;C2
word_1457;definition of word_1457;synonym of word_1457;noun;B1
word_1458;definition of word_1458;synonym of word_1458;noun;C2
word_1459;definition of word_1459;synonym of word_1459;noun;B1
word_1460;definition of word_1460;synonym of word_1460;noun;C2
word_1461;definition of word_1461;synonym of word_1461;noun;B1
word_1462;definition of word_1462;synonym of word_1462;noun;C2
word_1463;definition of word_1463;synonym of word_1463;noun;B1
word_1464;definition of word_1464;synonym of word_1464;noun;C2
word_1465;definition of word_1465;synonym of word_1465;noun;B1
word_1466;definition of word_1466;synonym of word_1466;noun;C2
word_1467;definition of word_1467;synonym of word_1467;noun;B1
word_1468;definition of word_1468;synonym of word_1468;noun;C2
word_1469;definition of word_1469;synonym of word_1469;noun;B1
word_1470;definition of word_1470;synonym of word_1470;noun;C2
word_1471;definition of word_1471;synonym of word_1471;noun;B1
word_1472;definition of word_1472;synonym of word_1472;noun;C2
word_1473;definition of word_1473;synonym of word_1473;noun;B1
word_1474;definition of word_1474;synonym of word_1474;noun;C2
word_1475;definition of word_1475;synonym of word_1475;noun;B1
word_1476;definition of word_1476;synonym of word_1476;noun;C2
word_1477;definition of word_1477;synonym of word_1477;noun;B1
word_1478;definition of word_1478;synonym of word_1478;noun;C2
word_1479;definition of word_1479;synonym of word_1479;noun;B1
word_1480;definition of word_1480;synonym of word_1480;noun;C2
word_1481;definition of word_1481;synonym of word_1481;noun;B1
word_1482;definition of word_1482;synonym of word_1482;noun;C2
word_1483;definition of word_1483;synonym of word_1483;noun;B1
word_1484;definition of word_1484;synonym of word_1484;noun;C2
word_1485;definition of word_1485;synonym of word_1485;noun;B1
word_1486;definition of word_1486;synonym of word_1486;noun;C2
word_1487;definition of word_1487;synonym of word_1487;noun;B1
word_1488;definition of word_1488;synonym of word_1488;noun;C2
word_1489;definition of word_1489;synonym of word_1489;noun;B1
word_1490;definition of word_1490;synonym of word_1490;noun;C2
word_1491;definition of word_1491;synonym of word_1491;noun;B1
word_1492;definition of word_1492;synonym of word_1492;noun;C2
word_1493;definition of word_1493;synonym of word_1493;noun;B1
word_1494;definition of word_1494;synonym of word_1494;noun;C2
word_1495;definition of word_1495;synonym of word_1495;noun;B1
